Facility_Name,Product,Tags,Volume,Retail_Price,Cost_Price,In_Stock,Availability,Earliest_Expiry,Total_Cost,Sales_Value
Maisha Meds Pharmacy Test,Fucol 200MG,-,-,638.4,480,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Vinorelbine Concentrate for Injection 10mg/ml 5ml Vial 10mg/ml,-,-,8645,6650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic CHILD,-,-,1163.75,875,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dental Needles 27G Long G27,-,-,698.25,525,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Bajaj Boxer ,-,-,150,115.38,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Metalyse 50MG,-,-,156000,120000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Pneumatic tourniquet duel fastening systems, comes with different sizes of cuffs, automatic pressure release, inflatable cuffs, a compressed gas source, monitor and control cuff, with a stand with moving wheels, power driven 220-240v ,-,-,312000,240000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Piptazo 4000MG / 500MG,-,-,1235,950,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5.9mm/110mm,-,-,1742.3,1310,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,6317.5,4750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Crepe Bandage 10CM * 4.5M Bp,-,-,311.22,234,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Bathroom ,-,-,7540,5800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,10855,8350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7.3mm/115mm,-,-,1995,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Abz 400MG,-,-,3059,2300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Laparatomy Sets With Green Towels (Drapes) ,-,-,162260,122000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/30mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,4524,3480,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE M,-,-,1995,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Epanutin 50MG,-,-,188.5,145,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 5.5,-,-,494,380,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking Screws For Reconstruction Nail Diameter 5.9Mm , Stainless Steel, Length 100Mm ,-,-,1501.5,1155,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7.3mm/75mm,-,-,1862,1400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Transamin 500MG/5ML,-,-,104,80,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hemodialysis blood lines with drainage bag percutor arterial and venous line with a filter,transducer, infusion set & recirculator (Nipro) ,-,-,643.5,495,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K-Wire dia 1.8mm length 280+20mm, trocar tip St.  steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/25mm,-,-,455,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5mm/16mm,-,-,266,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Cetriplain 5MG/5ML,-,60ML,50,20,20,Adequate Stocks,Fri Sep 01 2023 03:00:00 GMT+0300 (East Africa Time),400,1000
Maisha Meds Pharmacy Test,Locking screws for I.M Femur nail diameter4.9mm, stainless steel, length 50mm ,-,-,650,500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 30Fg,-,-,1365,1050,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 95mm ,-,-,1950,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/50mm,-,-,604.5,465,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1197,900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 40MM,-,-,2704,2080,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Adjustable Clamps  Small ,-,-,1599,1230,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE L,-,-,1806.14,1358,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,19.95,15,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ketolac 0.5%W,-,-,130,100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,46.55,35,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Swelab ,-,-,27930,21000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Fincar 5MG,-,-,1088.1,837,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Myfortic 180MG,-,-,9908.5,7450,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 28MM,-,-,731.5,550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ziagen 300MG,-,-,30,23.08,0,Out of Stock,Thu Feb 01 2024 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic G25,-,-,78,60,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,12635,9500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 10CM * 4.5M,-,-,159.6,120,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Tetracycline 1%W/W,-,-,24.7,19,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/35mm,-,-,455,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 40MM / NO.1,-,-,1014,780,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 75mm ,-,-,1950,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 6,-,-,73.15,55,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Feeding Tube Size 22 FG,-,-,52,40,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Osmosol 20%W/V,-,-,389.69,293,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 20MG,-,-,50.54,38,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic G18,-,-,86.45,65,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Polygeline Iv Infusion 3.5%,-,-,1495,1150,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Tavanic 500MG,-,-,86.45,65,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/45mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,8320,6400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/45mm,-,-,604.5,465,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Augmentin 500MG / 125MG,-,-,150,53.57,0,Out of Stock,Wed Feb 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Interlocking I. M tibial nail stainless steel, size 9mm × 34cm ,-,-,8060,6200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,3.5mm Cortical Bone Screw/Fully threaded length 28mm, St. steel ,-,-,299,230,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,10773,8100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 3.5,-,-,1300,1000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Depo-Medrol 500MG,-,-,2983.5,2295,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Motil 10MG,-,-,279.3,210,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 22.5CM * 22.5CM,-,-,593.18,446,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 45MM / NO.2,-,-,2704,2080,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Transpore 5CM * 4.5M,-,-,359.1,270,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0/26mm,-,-,500,330,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 12'',-,-,23.94,18,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,X'TONE FORTE ,-,200ML,500,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 400MG,-,-,850,750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5/231mm,-,-,4127.5,3175,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5mm/18mm,-,-,266,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ultrasonic Gel ,-,-,1197,900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lanoxin Paediatric 0.05MG/1ML,-,-,3019.1,2270,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Chaleate 2MG/1ML,-,-,23.94,18,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dormicum 1MG/1ML,-,-,102.41,77,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ivydexgent Eye/Ear 0.1%W / 0.3%W,-,-,87.1,67,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,2340,1800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Euthyrox 100MCG,-,-,877.8,660,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 250mg,-,-,1700,1620,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,General 2.5CM * 9.14M,-,-,465.5,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 34mm,-,-,359.1,270,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/35mm,-,-,604.5,465,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,11723.95,8815,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 20MG/1ML,-,-,975,750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lorvic 10MG,-,-,837.9,630,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/45mm,-,-,520,400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Crutches Elbow Standard Adjustable 69Cm-99Cm 1,-,-,1287,990,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,8970,6900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K- Wire dia 2.5mm length 280 + 20mm,trocar tip St. steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 70%W,-,-,1105,850,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Enteric Coated 200MG,-,-,571.9,430,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,73.15,55,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5/231mm,-,-,4127.5,3175,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Caltrim 200MG/5ML / 40MG/5ML,-,-,29.26,22,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Feeding Tube Size 22 FG,-,-,52,40,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Absorbent Paper Points Assorted Sizes 45-80 Size 45-80,-,-,731.5,550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE XL,-,-,3325,2500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Babyhaler ,-,-,1560,1200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hibitane 5%W,-,-,1326,1020,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,6317.5,4750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Paxol 300MG 6MG/1ML,-,-,4940,3800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,796.9,613,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Respidon 2MG,-,-,1197,900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,184.6,142,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Clomax 100MG,-,-,5,3.85,0,Out of Stock,Sun Oct 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic Red,-,-,5200,4000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 45MM,-,-,916.5,705,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Folic Acid 15MG,-,-,1267.5,975,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Mesna Injection Solution for Injection, 100mg/ml, 2ml Amp 100mg/ml,-,-,260,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 6,-,-,26.6,20,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Metalyse 50MG,-,-,156000,120000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ziagen 300MG,-,-,0,0,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Telmi 40MG,-,-,199.5,150,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,28994,21800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Fucol 200MG,-,-,638.4,480,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Flomax 400MCG,-,-,485.45,365,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 30MG / 200MG / 325MG,-,-,10,3,42,Adequate Stocks,,126,420
Maisha Meds Pharmacy Test,Generic Eye 0.5%W,-,-,100.1,77,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,CT Connecting tube with Dual Check Value 1,-,-,742.3,571,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Calvo ,panadol,15ML,1500,850,0,Out of Stock,Thu Feb 01 2024 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Fincar 5MG,-,-,1088.1,837,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5.9mm/85mm,-,-,1400,1155,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Drystar Dt5 B Films For Direct Digital Thermal Printing For Use In Computerised Tomography (Ct) In Medical Imaging Size 35 X 43 Cm. (AGFA) Size 35 X 43 Cm,-,-,35910,27000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 200MG/400MG,-,-,146.3,110,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Under water seal drainage bottle ,-,-,1690,1300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,T- Plate 4.5 4 holes, length 84mm St. steel 84mm,-,-,2859.5,2150,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/50mm,-,-,604.5,465,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lateral Tibial head Buttress plates 4.5 for LEFT leg. St. steel 7 holes  length 149mm 149mm,-,-,5399.8,4060,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/50mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE L,-,-,1941.8,1460,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 10CM * 10CM,-,-,242.06,182,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Purinethol 50MG,-,-,7150,5500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dexalab 4MG/1ML,-,-,10.64,8,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/100mm,-,-,708.5,545,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lateral Tibial head Buttress plates 4.5 for LEFT leg. St. steel holes 11 length 213mm 213mm,-,-,6184.5,4650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Implant Removal Set with Green Towels (Drapes) ,-,-,11637.5,8750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Calpol Infant 120MG/5ML,-,100ML,400,500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,19.95,15,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Drill Bit dia3.5mm length 145/120mm,3 flute QCK Coupling 145/120mm,-,-,1795.5,1350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 7,-,-,2194.5,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Acefen 100MG,-,-,44,33.85,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Diuride 10MG,-,-,532,400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Moxileb 250MG,-,-,299.25,225,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Budecort 100MCG/1D,-,-,1197,900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking Screws For Pnf/Reconstruction Nail Diametre 7.0+/- 1.4Mm Length 105Mm Stainless Steel ,-,-,1306.5,1005,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M tibial nail stainless steel, size 11mm × 36cm ,-,-,8060,6200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Reusable SPO2 Sensor ADT, Finger-Clip 1,-,-,25350,19500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Gipsona 10CM * 2.7M,-,-,1330,1000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,MRI Constrast Media:Omniscan 0.5mmol/Ml 20ml 1,-,-,57800.6,44462,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Foralin 200MCG/1D / 6MCG/1D,-,-,1867.32,1404,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,13300,10000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,2340,1800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Remus 0.1%W/W,-,-,2210,1700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 200MG,-,-,3724,2800,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Uridom ,-,-,86.45,65,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Citabol 1g,-,-,2265.9,1743,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE XL,-,-,3325,2500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1MU,-,-,15,9,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Respidon 2MG,-,-,1197,900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hand Sanitizer 70%,-,-,234,180,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zofra 4MG,-,-,121.03,91,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Sims Vaginal Retractor Double End ,-,-,1383.2,1040,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1501.5,1155,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5mm/18mm,-,-,266,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Barium Sulphate Suspension - 0.95Gm/Ml ,-,-,2327.5,1750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Feeding Tube Size 12 FG,-,-,28.6,22,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Duotab 40MG / 320MG,Isaack ouda,-,50,38.46,0,Out of Stock,Thu Feb 01 2024 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic ,-,-,63.84,48,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 50MG/2ML,-,-,9.1,7,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lateral Tibial head Buttress plates 4.5 for LEFT leg. St. steel 5  holes  length 117mm ,-,-,5120.5,3850,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M tibial nail stainless steel, size 11mm × 36cm ,-,-,8060,6200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,731.5,550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 8,-,-,2194.5,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Remidin 0.2%W,-,-,182,140,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/30mm,-,-,455,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Oculast 0.05%,-,-,481,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 40MM / NO.1,-,-,2704,2080,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 10MG,-,-,883.12,664,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 20,-,-,73.15,55,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,332.5,250,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 5.5,-,-,60,46.15,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Gaviscon ,Denneo,150ML,45,34.62,0,Out of Stock,Thu Feb 01 2024 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1862,1400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zoladex Depo 10.8MG,-,-,15470,11900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Trexol 2.5MG,-,-,897,690,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,T- Buttress Plate 4.5 6 holes,  St. steel Left ,-,-,3391.5,2550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Haemodialysis Tubing (Blood Line) Universal With Bag Percutor Art. & Ven. With Filter, Transducer, Infusion & Recirculator - Adult (Bellco) ,-,-,975,750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Adult MEDIUM,-,-,1165,896.15,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ketamax 50MG/1ML,-,-,158.6,122,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,General 2.5CM * 9.14M,-,-,465.5,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Diflucan Powder 10MG/1ML,-,-,121.03,91,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,3198.65,2405,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 8,-,-,248.71,187,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5.9mm/75mm,-,-,1300,1120,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,66.5,50,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/50mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 8,-,-,851.2,640,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lasix 20MG/2ML,-,-,10.64,8,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/70mm,-,-,611,470,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 40MM / NO.0,-,-,945.1,727,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/28mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Methyl Carbamine 250MG,-,-,210.14,158,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length 115Mm ,-,-,2626,2020,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 4.5,-,-,208,160,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Skeletal Traction Kit ,-,-,5505.5,4235,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,X-Beta N Eye/Ear/Nose 0.1%W / 0.35%W,-,-,71.5,55,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Warfarin 5MG,-,-,526.68,396,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Kly ,-,-,169,130,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE M,-,-,798,600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Regal 5MG,-,-,114.38,86,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Flexya Cassette (Flexya machine) ,-,-,1638,1260,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,CHVS First Aid Kit ,-,-,5850,4500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Fluorometholone Eye Drops  0.1% W/V 5ml 5ml,-,-,189.8,146,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 75Cm 30MM / NO.2,-,-,3146,2420,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Suction Machine Electrical 1,-,-,79300,61000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6",-,-,1263.5,950,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Haemocontrol ,-,-,16250,12500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Skull Traction Kit ,-,-,7150,5500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking screws for I.M Femur nail diameter4.9mm, stainless steel, length 60mm ,-,-,650,500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Arch Bars ,-,-,5486.25,4125,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Mediven Cream 0.001%w,-,15GM,50,38.46,0,Out of Stock,Tue Aug 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic ,-,-,3990,3000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Epilim Chrono 500MG,-,-,4300,3500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,3900,3000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 25KG,-,-,4887.75,3675,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Formalin 40%,-,-,858,660,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Femoral Nails Stainless Steel,Size11mmx25cm 11mmx25cm,-,-,10108,7600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Trihistamin ,-,60ML,100,76.92,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,12369,9300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking screws for I.M tibial nail diameter4.9mm, length 40mm, stainless steel ,-,-,611,470,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length 85Mm 85mm,-,-,2473.8,1860,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE XL,-,-,1995,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,MUAC Tape Mid Upper Arm Circumference Adult 1,-,-,100.1,77,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Mixtard Flexpen 70IU/1ML / 30IU/1ML /,-,-,0,0,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Carbetocin Injection 100mcg/ml 100mcg/ml,-,-,3510,2700,0,Out of Stock,,0,0
